country_code,country_name,region,sub_region,intermediate_region,income_group,organization_name
TGO,TOGO,ÁFRICA AL SUR DEL SAHARA (EXCLUIDO ALTOS INGRESOS),SUB-SAHARAN AFRICA,WESTERN AFRICA,,
TON,TONGA,ASIA ORIENTAL Y EL PACÍFICO (EXCLUIDO ALTOS INGRESOS),POLYNESIA,,,
TTO,TRINIDAD Y TOBAGO,,LATIN AMERICA AND THE CARIBBEAN,CARIBBEAN,,
TUN,TUNEZ,ORIENTE MEDIO Y NORTE DE ÁFRICA (EXCLUIDO ALTOS INGRESOS),NORTHERN AFRICA,,,
TKM,TURKMENISTAN,EUROPA Y ASIA CENTRAL (EXCLUIDO ALTOS INGRESOS),CENTRAL ASIA,,,
TUR,TURQUIA,EUROPA Y ASIA CENTRAL (EXCLUIDO ALTOS INGRESOS),WESTERN ASIA,,,
TUV,TUVALU,ASIA ORIENTAL Y EL PACÍFICO (EXCLUIDO ALTOS INGRESOS),POLYNESIA,,,
UKR,UCRANIA,EUROPA Y ASIA CENTRAL (EXCLUIDO ALTOS INGRESOS),EASTERN EUROPE,,,
UGA,UGANDA,ÁFRICA AL SUR DEL SAHARA (EXCLUIDO ALTOS INGRESOS),SUB-SAHARAN AFRICA,EASTERN AFRICA,,
URY,URUGUAY,,LATIN AMERICA AND THE CARIBBEAN,SOUTH AMERICA,,
UZB,UZBEKISTAN,EUROPA Y ASIA CENTRAL (EXCLUIDO ALTOS INGRESOS),CENTRAL ASIA,,,
VUT,VANUATU,ASIA ORIENTAL Y EL PACÍFICO (EXCLUIDO ALTOS INGRESOS),MELANESIA,,,
VEN,VENEZUELA,,LATIN AMERICA AND THE CARIBBEAN,SOUTH AMERICA,,
VNM,VIET NAM,ASIA ORIENTAL Y EL PACÍFICO (EXCLUIDO ALTOS INGRESOS),SOUTH-EASTERN ASIA,,,
YEM,"YEMEN, REP. DEL",ORIENTE MEDIO Y NORTE DE ÁFRICA (EXCLUIDO ALTOS INGRESOS),WESTERN ASIA,,,
ZMB,ZAMBIA,ÁFRICA AL SUR DEL SAHARA (EXCLUIDO ALTOS INGRESOS),SUB-SAHARAN AFRICA,EASTERN AFRICA,,
ZWE,ZIMBABWE,ÁFRICA AL SUR DEL SAHARA (EXCLUIDO ALTOS INGRESOS),SUB-SAHARAN AFRICA,EASTERN AFRICA,,
